Product Type,Product Name,Price,Material,Link,Informations,Pays concernés,Fabrication,Tissage,Pays d’origine du matériau,Pays de fabrication,Impression,Teinture
Jeans,Pantalon cargo en denim,29.99,"[' Coton', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1198921004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Ultra High Ankle Jeggings,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Viscose', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1152457015.html,"['Pays d’origine du matériau\nChine', 'Pays de fabrication\nChine']","['Chine', 'Chine']",[],[],['Chine'],['Chine'],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0871889058.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Flared Low Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1183498008.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Wide High Cropped Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199191011.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Curvy Fit Slim High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213946005.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Ultra High Ankle Jeggings,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1152457014.html,['Pays de fabrication\nInde\nVietnam\nChine'],"['Inde', 'Vietnam', 'Chine']",[],[],[],"['Inde', 'Vietnam', 'Chine']",[],[]
Jeans,Slim Straight High Ankle Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1214570004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Slim Regular Jeans,25.99,"[' Coton', ' Coton recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1137269004.html,['Pays de fabrication\nPakistan'],['Pakistan'],[],[],[],['Pakistan'],[],[]
Jeans,Skinny Regular Ankle Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199181003.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Skinny High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1025457035.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Petite Fit Baggy Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1218062001.html,['Pays de fabrication\nInde'],['Inde'],[],[],[],['Inde'],[],[]
Jeans,Petite Length Wide High Cropped Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1218063003.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Wide Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1199190001.html,['Pays de fabrication\nInde\nTurquie'],"['Inde', 'Turquie']",[],[],[],"['Inde', 'Turquie']",[],[]
Jeans,True To You Slim High Jeans,49.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1091545002.html,['Pays de fabrication\nTurquie'],['Turquie'],[],[],[],['Turquie'],[],[]
Jeans,Curvy Fit Wide High Cropped Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213942002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Straight Regular Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1204746004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Flared High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1109636001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Ultra High Ankle Jeggings,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1152457013.html,['Pays de fabrication\nVietnam'],['Vietnam'],[],[],[],['Vietnam'],[],[]
Jeans,Skinny High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1124259014.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1216282002.html,"['Pays d’origine du matériau\nPakistan', 'Pays de fabrication\nPakistan']","['Pakistan', 'Pakistan']",[],[],['Pakistan'],['Pakistan'],[],[]
Jeans,Flared High Jeans,79.99,"[' Copolyester', ' Coton', ' Coton recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1219912001.html,['Pays de fabrication\nPakistan'],['Pakistan'],[],[],[],['Pakistan'],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0871889053.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide High Ankle Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1214568002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide Ultra High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1222670001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Slim Mom High Ankle Jeans,27.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0941666053.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Baggy Wide Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1199190002.html,['Pays de fabrication\nBangladesh\nTurquie'],"['Bangladesh', 'Turquie']",[],[],[],"['Bangladesh', 'Turquie']",[],[]
Jeans,Flared Low Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1183498007.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Bootcut High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1198343010.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Curvy Fit Slim High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213946004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Skinny Regular Ankle Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199181012.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Straight Regular Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1214316001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Pantalon cargo en denim,29.99,"[' Polyester', ' Polyuréthane']",https://www2.hm.com/fr_fr/productpage.1198921009.html,['Pays de fabrication\nBirmanie\nChine'],"['Birmanie', 'Chine']",[],[],[],"['Birmanie', 'Chine']",[],[]
Jeans,Curvy Fit Bootcut High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213945001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Skinny Regular Ankle Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199181006.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Slim High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1206355004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Bootcut High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1198343009.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Straight Low Jeans,39.99,"[' Coton', ' Coton biologique', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1166881010.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Curvy Fit Baggy Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1213944002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Regular Jeans,29.99,"[' Coton', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1214312001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Wide Low Ankle Jeans,39.99,"[' Circulose®', ' Coton', ' Coton recyclé', ' Polyester recyclé', ' Viscose']",https://www2.hm.com/fr_fr/productpage.1199189002.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,True To You Skinny Ultra High Ankle Jeans,49.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0986211016.html,['Pays de fabrication\nTurquie'],['Turquie'],[],[],[],['Turquie'],[],[]
Jeans,Jean Relaxed Regular,49.99,[' Coton'],https://www2.hm.com/fr_fr/productpage.1227048001.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Slim Straight High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199187015.html,['Fabrication\nBangladesh'],['Bangladesh'],['Bangladesh'],[],[],[],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0871889057.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1207847006.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Petite Fit Bootcut High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1218048002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Curvy Fit Slim High Jeans,35.99,"[' Coton', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213946001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Slim Straight High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199187002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Petite Fit Slim High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1218047003.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Flared Low Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1186485002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,90s Baggy Low Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1113296018.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Slim Straight High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199187016.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Slim Straight High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199187014.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Pantalon en denim avec taille élastique,19.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1237416001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Curvy Fit Ultra High Ankle Jeggings,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1185377002.html,['Pays de fabrication\nVietnam'],['Vietnam'],[],[],[],['Vietnam'],[],[]
Jeans,Curvy Fit Wide High Cropped Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213942004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide High Ankle Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1214568003.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Slim Mom High Ankle Jeans,27.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0941666056.html,['Pays de fabrication\nPakistan'],['Pakistan'],[],[],[],['Pakistan'],[],[]
Jeans,Baggy Low Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1214235001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Skinny High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne', ' Élastomultiester']",https://www2.hm.com/fr_fr/productpage.1207354004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Straight Regular Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1214316002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Flared High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1109636024.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Curvy Fit Bootcut High Jeans,35.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1213945002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,H&M+ 90s Straight Ultra High Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1043619002.html,['Pays de fabrication\nPakistan'],['Pakistan'],[],[],[],['Pakistan'],[],[]
Jeans,Baggy Wide Low Ankle Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Viscose']",https://www2.hm.com/fr_fr/productpage.1199189004.html,"['Pays d’origine du matériau\nPakistan', 'Pays de fabrication\nPakistan']","['Pakistan', 'Pakistan']",[],[],['Pakistan'],['Pakistan'],[],[]
Jeans,Slim Mom High Ankle Jeans,27.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0941666052.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Bootcut Regular Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1215197002.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,Petite Fit Baggy Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1218062003.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Skinny High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne', ' Élastomultiester']",https://www2.hm.com/fr_fr/productpage.1207354002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Bootcut High Jeans,35.99,"[' Coton', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1198343002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Jean orné de strass,69.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1226857001.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Wide Ultra High Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1067430034.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1045459030.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0871889042.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Straight Low Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1172819003.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Regular Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1210963001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0871889043.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,90s Baggy Regular Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198056001.html,"['Teinture\nChine', 'Fabrication\nChine']","['Chine', 'Chine']",['Chine'],[],[],[],[],['Chine']
Jeans,Skinny Regular Ankle Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199181011.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nPakistan']","['Pakistan', 'Pakistan', 'Pakistan']",['Pakistan'],['Pakistan'],[],[],[],['Pakistan']
Jeans,H&M+ Ultra High Ankle Jeggings,24.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0983947032.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Élasthanne', ' Élastomultiester']",https://www2.hm.com/fr_fr/productpage.1045459025.html,['Pays de fabrication\nInde\nPakistan'],"['Inde', 'Pakistan']",[],[],[],"['Inde', 'Pakistan']",[],[]
Jeans,Baggy Regular Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1214312002.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Regular Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1228848001.html,"['Teinture\nChine', 'Fabrication\nChine']","['Chine', 'Chine']",['Chine'],[],[],[],[],['Chine']
Jeans,Slim Mom High Ankle Jeans,27.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0941666054.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nInde\nPakistan']","['Pakistan', 'Pakistan', 'Inde', 'Pakistan']","['Inde', 'Pakistan']",['Pakistan'],[],[],[],['Pakistan']
Jeans,H&M+ Ultra High Ankle Jeggings,24.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0983947029.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Pantalon parachute en denim,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1203811001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Baggy Regular Jeans,29.99,"[' Coton', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1214312004.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Skinny High Jeans,19.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1207354001.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Curvy Fit Baggy Low Jeans,39.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1213944005.html,"['Teinture\nPakistan', 'Tissage\nPakistan', 'Fabrication\nBangladesh\nPakistan']","['Pakistan', 'Pakistan', 'Bangladesh', 'Pakistan']","['Bangladesh', 'Pakistan']",['Pakistan'],[],[],[],['Pakistan']
Jeans,Ultra High Ankle Jeggings,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1152457020.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Shaping Skinny Regular Jeans,49.99,"[' Coton', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0986428030.html,"['Tissage\nTurquie', 'Fabrication\nTurquie']","['Turquie', 'Turquie']",['Turquie'],['Turquie'],[],[],[],[]
Jeans,Ultra High Ankle Jeggings,29.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1152457016.html,"['Teinture\nVietnam', 'Tissage\nVietnam', 'Fabrication\nVietnam']","['Vietnam', 'Vietnam', 'Vietnam']",['Vietnam'],['Vietnam'],[],[],[],['Vietnam']
Jeans,Jean à revers Straight High,49.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1226846001.html,['Pays de fabrication\nChine'],['Chine'],[],[],[],['Chine'],[],[]
Jeans,Wide High Cropped Jeans,25.99,"[' Coton', ' Coton recyclé', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1199191016.html,['Pays de fabrication\nBangladesh'],['Bangladesh'],[],[],[],['Bangladesh'],[],[]
Jeans,Jean droit à œillets,49.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1218287001.html,"['Teinture\nChine', 'Fabrication\nChine']","['Chine', 'Chine']",['Chine'],[],[],[],[],['Chine']
Jeans,Wide High Jeans,29.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1045459029.html,"['Tissage\nChine', 'Fabrication\nChine']","['Chine', 'Chine']",['Chine'],['Chine'],[],[],[],[]
Jeans,Slim Mom High Ankle Jeans,27.99,"[' Coton', ' Coton recyclé', ' Polyester recyclé', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.0941666057.html,"['Tissage\nPakistan', 'Fabrication\nInde\nPakistan']","['Pakistan', 'Inde', 'Pakistan']","['Inde', 'Pakistan']",['Pakistan'],[],[],[],[]
