Product Type,Product Name,Price,Material,Link,Informations
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1143405001.html,['Pays de fabrication\nBangladesh\nIndonésie']
Sweatshirt,Sweat imprimé,"24,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1100302011.html,['Pays de fabrication\nTurquie']
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1143405002.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste à capuche zippée,"39,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1223950001.html,['Pays de fabrication\nChine']
Sweatshirt,Hoodie oversize en coton,"49,99 €","[' Coton', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1215031002.html,['Pays de fabrication\nChine']
Sweatshirt,Veste courte avec capuche et zip,"17,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1193900004.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat oversize imprimé,"29,99 €","[' Coton', ' Polyester']",https://www2.hm.com/fr_fr/productpage.1127637007.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste courte avec capuche et zip,"17,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1193900018.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie oversize avec motif,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1207349003.html,['Pays de fabrication\nCambodge']
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1143405021.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Veste oversize imprimée avec capuche et zip,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198280015.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1097580016.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat imprimé,"15,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1172977007.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat oversize,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0994088021.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat imprimé,"25,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1172984007.html,['Pays de fabrication\nChine']
Sweatshirt,Veste à capuche zippée en laine mélangée,"119,00 €","[' Laine', ' Laine de yack', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1209323001.html,['Pays de fabrication\nChine']
Sweatshirt,Veste courte avec capuche et zip,"17,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1193900002.html,"['Teinture\nChine\nBangladesh', 'Fabrication\nBangladesh\nIndonésie']"
Sweatshirt,Sweat à boutons,"29,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1199278003.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat oversize,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0994088009.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh']"
Sweatshirt,Sweat oversize avec col zippé,"29,99 €","[' Coton', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1198426002.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat,"15,99 €","[' Coton', ' Polyester', ' Élasthanne']",https://www2.hm.com/fr_fr/productpage.1225223001.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Hoodie de sport en textile façon néoprène,"52,99 €","[' Polyester', ' Polyester recyclé', ' Viscose']",https://www2.hm.com/fr_fr/productpage.1221947002.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat imprimé,"25,99 €","[' Coton', ' Coton recyclé']",https://www2.hm.com/fr_fr/productpage.1198281010.html,['Pays de fabrication\nBangladesh']
Sweatshirt,Sweat de sport oversize,"29,99 €","[' Coton', ' Coton biologique']",https://www2.hm.com/fr_fr/productpage.1075451021.html,['Pays de fabrication\nChine']
Sweatshirt,Sweat oversize,"19,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.0994088001.html,"['Teinture\nBangladesh', 'Fabrication\nBangladesh\nIndonésie\nTurquie']"
Sweatshirt,Veste oversize zippée avec capuche,"25,99 €","[' Coton', ' Coton recyclé', ' Polyester', ' Polyester recyclé']",https://www2.hm.com/fr_fr/productpage.1139538020.html,['Pays de fabrication\nBangladesh']
